ID,label,partition,topic
963,NONE,train,Climate
853,FAVOR,train,Climate
786,FAVOR,train,Climate
946,AGAINST,train,Climate
950,FAVOR,train,Climate
865,FAVOR,train,Climate
832,FAVOR,train,Climate
858,NONE,train,Climate
966,FAVOR,train,Climate
829,FAVOR,train,Climate
770,NONE,train,Climate
801,FAVOR,train,Climate
621,FAVOR,train,Climate
899,FAVOR,train,Climate
698,FAVOR,train,Climate
841,FAVOR,train,Climate
751,NONE,train,Climate
682,FAVOR,train,Climate
640,FAVOR,train,Climate
989,NONE,train,Climate
636,NONE,train,Climate
947,AGAINST,train,Climate
755,FAVOR,train,Climate
637,FAVOR,train,Climate
984,FAVOR,train,Climate
949,AGAINST,train,Climate
666,NONE,train,Climate
808,NONE,train,Climate
838,NONE,train,Climate
932,NONE,train,Climate
943,NONE,train,Climate
710,NONE,train,Climate
998,NONE,train,Climate
802,NONE,train,Climate
990,NONE,train,Climate
796,FAVOR,train,Climate
921,NONE,train,Climate
992,NONE,train,Climate
903,AGAINST,train,Climate
691,NONE,train,Climate
843,FAVOR,train,Climate
686,NONE,train,Climate
779,NONE,train,Climate
864,FAVOR,train,Climate
888,FAVOR,train,Climate
738,NONE,train,Climate
923,NONE,train,Climate
769,NONE,train,Climate
655,FAVOR,train,Climate
631,FAVOR,train,Climate
742,NONE,train,Climate
790,NONE,train,Climate
695,NONE,train,Climate
958,FAVOR,train,Climate
988,NONE,train,Climate
683,FAVOR,train,Climate
625,FAVOR,train,Climate
909,NONE,train,Climate
727,NONE,train,Climate
813,FAVOR,train,Climate
734,NONE,train,Climate
784,NONE,train,Climate
962,NONE,train,Climate
724,NONE,train,Climate
971,FAVOR,train,Climate
856,FAVOR,train,Climate
873,FAVOR,train,Climate
944,FAVOR,train,Climate
797,FAVOR,train,Climate
647,NONE,train,Climate
767,NONE,train,Climate
945,AGAINST,train,Climate
915,FAVOR,train,Climate
940,NONE,train,Climate
1005,FAVOR,train,Climate
735,FAVOR,train,Climate
702,NONE,train,Climate
833,FAVOR,train,Climate
817,NONE,train,Climate
834,FAVOR,train,Climate
627,FAVOR,train,Climate
681,NONE,train,Climate
794,FAVOR,train,Climate
736,FAVOR,train,Climate
1001,FAVOR,train,Climate
937,FAVOR,train,Climate
772,FAVOR,train,Climate
812,FAVOR,train,Climate
756,NONE,train,Climate
918,FAVOR,train,Climate
807,NONE,train,Climate
970,NONE,train,Climate
719,NONE,vali,Climate
860,NONE,vali,Climate
622,FAVOR,vali,Climate
924,FAVOR,vali,Climate
718,FAVOR,vali,Climate
732,FAVOR,vali,Climate
976,NONE,vali,Climate
859,FAVOR,vali,Climate
890,FAVOR,vali,Climate
869,FAVOR,vali,Climate
969,FAVOR,vali,Climate
648,NONE,vali,Climate
646,NONE,vali,Climate
789,FAVOR,vali,Climate
743,NONE,vali,Climate
999,NONE,vali,Climate
715,FAVOR,vali,Climate
912,NONE,vali,Climate
917,NONE,vali,Climate
868,NONE,vali,Climate
650,NONE,vali,Climate
974,FAVOR,vali,Climate
965,NONE,vali,Climate
638,FAVOR,vali,Climate
629,FAVOR,vali,Climate
788,NONE,vali,Climate
792,FAVOR,vali,Climate
982,FAVOR,vali,Climate
721,FAVOR,vali,Climate
615,FAVOR,vali,Climate
740,FAVOR,vali,Climate
728,FAVOR,vali,Climate
729,NONE,vali,Climate
884,NONE,vali,Climate
1006,FAVOR,vali,Climate
862,FAVOR,vali,Climate
633,NONE,vali,Climate
900,FAVOR,vali,Climate
863,FAVOR,vali,Climate
693,AGAINST,vali,Climate
761,FAVOR,vali,Climate
828,FAVOR,vali,Climate
991,NONE,vali,Climate
980,FAVOR,vali,Climate
815,NONE,vali,Climate
911,NONE,vali,Climate
731,NONE,vali,Climate
639,FAVOR,vali,Climate
803,NONE,vali,Climate
892,FAVOR,vali,Climate
704,NONE,vali,Climate
634,FAVOR,vali,Climate
985,NONE,vali,Climate
1003,NONE,vali,Climate
987,NONE,vali,Climate
952,NONE,vali,Climate
819,NONE,vali,Climate
861,NONE,vali,Climate
927,FAVOR,vali,Climate
787,FAVOR,vali,Climate
628,FAVOR,vali,Climate
726,FAVOR,vali,Climate
707,FAVOR,vali,Climate
960,FAVOR,vali,Climate
914,FAVOR,vali,Climate
709,NONE,vali,Climate
961,NONE,vali,Climate
993,FAVOR,vali,Climate
821,FAVOR,vali,Climate
981,NONE,vali,Climate
948,AGAINST,vali,Climate
968,FAVOR,vali,Climate
677,FAVOR,vali,Climate
967,NONE,vali,Climate
933,FAVOR,vali,Climate
700,NONE,vali,Climate
905,AGAINST,vali,Climate
1004,FAVOR,vali,Climate
835,NONE,vali,Climate
10221,NONE,test,Climate
10222,FAVOR,test,Climate
10223,FAVOR,test,Climate
10224,NONE,test,Climate
10225,FAVOR,test,Climate
10226,FAVOR,test,Climate
10227,FAVOR,test,Climate
10228,FAVOR,test,Climate
10229,NONE,test,Climate
10230,FAVOR,test,Climate
10231,FAVOR,test,Climate
10232,NONE,test,Climate
10233,FAVOR,test,Climate
10234,FAVOR,test,Climate
10235,NONE,test,Climate
10236,FAVOR,test,Climate
10237,FAVOR,test,Climate
10238,FAVOR,test,Climate
10239,FAVOR,test,Climate
10240,NONE,test,Climate
10241,FAVOR,test,Climate
10242,FAVOR,test,Climate
10243,FAVOR,test,Climate
10244,FAVOR,test,Climate
10245,FAVOR,test,Climate
10246,FAVOR,test,Climate
10247,FAVOR,test,Climate
10248,FAVOR,test,Climate
10249,FAVOR,test,Climate
10250,NONE,test,Climate
10251,FAVOR,test,Climate
10252,NONE,test,Climate
10253,FAVOR,test,Climate
10254,FAVOR,test,Climate
10255,FAVOR,test,Climate
10256,FAVOR,test,Climate
10257,FAVOR,test,Climate
10258,FAVOR,test,Climate
10259,NONE,test,Climate
10260,FAVOR,test,Climate
10261,FAVOR,test,Climate
10262,FAVOR,test,Climate
10263,NONE,test,Climate
10264,FAVOR,test,Climate
10265,FAVOR,test,Climate
10266,FAVOR,test,Climate
10267,NONE,test,Climate
10268,FAVOR,test,Climate
10269,FAVOR,test,Climate
10270,NONE,test,Climate
10271,NONE,test,Climate
10272,FAVOR,test,Climate
10273,FAVOR,test,Climate
10274,FAVOR,test,Climate
10275,FAVOR,test,Climate
10276,NONE,test,Climate
10277,FAVOR,test,Climate
10278,FAVOR,test,Climate
10279,NONE,test,Climate
10280,FAVOR,test,Climate
10281,FAVOR,test,Climate
10282,FAVOR,test,Climate
10283,FAVOR,test,Climate
10284,FAVOR,test,Climate
10285,FAVOR,test,Climate
10286,FAVOR,test,Climate
10287,FAVOR,test,Climate
10288,FAVOR,test,Climate
10289,FAVOR,test,Climate
10290,FAVOR,test,Climate
10291,NONE,test,Climate
10292,FAVOR,test,Climate
10293,FAVOR,test,Climate
10294,FAVOR,test,Climate
10295,FAVOR,test,Climate
10296,FAVOR,test,Climate
10297,FAVOR,test,Climate
10298,FAVOR,test,Climate
10299,FAVOR,test,Climate
10300,NONE,test,Climate
10301,FAVOR,test,Climate
10302,FAVOR,test,Climate
10303,FAVOR,test,Climate
10304,FAVOR,test,Climate
10305,FAVOR,test,Climate
10306,FAVOR,test,Climate
10307,NONE,test,Climate
10308,FAVOR,test,Climate
10309,FAVOR,test,Climate
10310,FAVOR,test,Climate
10311,FAVOR,test,Climate
10312,FAVOR,test,Climate
10313,NONE,test,Climate
10314,FAVOR,test,Climate
10315,FAVOR,test,Climate
10316,FAVOR,test,Climate
10317,FAVOR,test,Climate
10318,FAVOR,test,Climate
10319,NONE,test,Climate
10320,AGAINST,test,Climate
10321,FAVOR,test,Climate
10322,FAVOR,test,Climate
10323,NONE,test,Climate
10324,FAVOR,test,Climate
10325,FAVOR,test,Climate
10326,FAVOR,test,Climate
10327,FAVOR,test,Climate
10328,FAVOR,test,Climate
10329,FAVOR,test,Climate
10330,AGAINST,test,Climate
10331,NONE,test,Climate
10332,NONE,test,Climate
10333,FAVOR,test,Climate
10334,NONE,test,Climate
10335,NONE,test,Climate
10336,FAVOR,test,Climate
10337,FAVOR,test,Climate
10338,NONE,test,Climate
10339,NONE,test,Climate
10340,FAVOR,test,Climate
10341,AGAINST,test,Climate
10342,FAVOR,test,Climate
10343,NONE,test,Climate
10344,FAVOR,test,Climate
10345,FAVOR,test,Climate
10346,FAVOR,test,Climate
10347,FAVOR,test,Climate
10348,AGAINST,test,Climate
10349,FAVOR,test,Climate
10350,FAVOR,test,Climate
10351,FAVOR,test,Climate
10352,FAVOR,test,Climate
10353,NONE,test,Climate
10354,FAVOR,test,Climate
10355,FAVOR,test,Climate
10356,NONE,test,Climate
10357,AGAINST,test,Climate
10358,FAVOR,test,Climate
10359,FAVOR,test,Climate
10360,FAVOR,test,Climate
10361,FAVOR,test,Climate
10362,FAVOR,test,Climate
10363,FAVOR,test,Climate
10364,FAVOR,test,Climate
10365,FAVOR,test,Climate
10366,AGAINST,test,Climate
10367,AGAINST,test,Climate
10368,AGAINST,test,Climate
10369,FAVOR,test,Climate
10370,AGAINST,test,Climate
10371,FAVOR,test,Climate
10372,AGAINST,test,Climate
10373,FAVOR,test,Climate
10374,FAVOR,test,Climate
10375,FAVOR,test,Climate
10376,NONE,test,Climate
10377,FAVOR,test,Climate
10378,AGAINST,test,Climate
10379,FAVOR,test,Climate
10380,FAVOR,test,Climate
10381,FAVOR,test,Climate
10382,NONE,test,Climate
10383,NONE,test,Climate
10384,NONE,test,Climate
10385,NONE,test,Climate
10386,FAVOR,test,Climate
10387,FAVOR,test,Climate
10388,FAVOR,test,Climate
10389,FAVOR,test,Climate
1444,NONE,train,Feminist
1482,AGAINST,train,Feminist
1503,AGAINST,train,Feminist
1524,AGAINST,train,Feminist
1387,NONE,train,Feminist
1279,FAVOR,train,Feminist
1396,AGAINST,train,Feminist
1635,FAVOR,train,Feminist
1523,AGAINST,train,Feminist
1594,AGAINST,train,Feminist
1202,FAVOR,train,Feminist
1042,FAVOR,train,Feminist
1480,AGAINST,train,Feminist
1595,AGAINST,train,Feminist
1129,AGAINST,train,Feminist
1624,AGAINST,train,Feminist
1339,AGAINST,train,Feminist
1036,FAVOR,train,Feminist
1455,AGAINST,train,Feminist
1086,AGAINST,train,Feminist
1343,AGAINST,train,Feminist
1620,AGAINST,train,Feminist
1303,AGAINST,train,Feminist
1149,NONE,train,Feminist
1613,AGAINST,train,Feminist
1661,AGAINST,train,Feminist
1371,AGAINST,train,Feminist
1604,AGAINST,train,Feminist
1240,FAVOR,train,Feminist
1048,FAVOR,train,Feminist
1023,AGAINST,train,Feminist
1446,AGAINST,train,Feminist
1656,AGAINST,train,Feminist
1305,AGAINST,train,Feminist
1470,AGAINST,train,Feminist
1366,NONE,train,Feminist
1405,AGAINST,train,Feminist
1327,AGAINST,train,Feminist
1625,AGAINST,train,Feminist
1351,FAVOR,train,Feminist
1216,NONE,train,Feminist
1275,FAVOR,train,Feminist
1025,FAVOR,train,Feminist
1436,FAVOR,train,Feminist
1059,FAVOR,train,Feminist
1085,AGAINST,train,Feminist
1469,AGAINST,train,Feminist
1566,AGAINST,train,Feminist
1550,AGAINST,train,Feminist
1150,FAVOR,train,Feminist
1171,FAVOR,train,Feminist
1255,FAVOR,train,Feminist
1258,FAVOR,train,Feminist
1254,FAVOR,train,Feminist
1416,FAVOR,train,Feminist
1268,AGAINST,train,Feminist
1173,FAVOR,train,Feminist
1467,AGAINST,train,Feminist
1380,NONE,train,Feminist
1356,AGAINST,train,Feminist
1520,AGAINST,train,Feminist
1651,AGAINST,train,Feminist
1666,AGAINST,train,Feminist
1497,AGAINST,train,Feminist
1418,NONE,train,Feminist
1087,NONE,train,Feminist
1190,FAVOR,train,Feminist
1495,AGAINST,train,Feminist
1245,FAVOR,train,Feminist
1437,AGAINST,train,Feminist
1378,AGAINST,train,Feminist
1166,AGAINST,train,Feminist
1033,AGAINST,train,Feminist
1211,NONE,train,Feminist
1011,AGAINST,train,Feminist
1662,AGAINST,train,Feminist
1330,NONE,train,Feminist
1133,FAVOR,train,Feminist
1104,FAVOR,train,Feminist
1648,FAVOR,train,Feminist
1320,AGAINST,train,Feminist
1247,NONE,train,Feminist
1163,NONE,train,Feminist
1445,NONE,train,Feminist
1580,AGAINST,train,Feminist
1545,AGAINST,train,Feminist
1348,FAVOR,train,Feminist
1127,FAVOR,train,Feminist
1618,AGAINST,train,Feminist
1397,FAVOR,train,Feminist
1617,AGAINST,train,Feminist
1142,AGAINST,train,Feminist
1450,AGAINST,train,Feminist
1256,NONE,train,Feminist
1622,AGAINST,train,Feminist
1313,AGAINST,train,Feminist
1521,AGAINST,train,Feminist
1017,FAVOR,train,Feminist
1399,AGAINST,train,Feminist
1246,FAVOR,train,Feminist
1581,AGAINST,train,Feminist
1249,AGAINST,train,Feminist
1047,NONE,train,Feminist
1585,AGAINST,train,Feminist
1189,FAVOR,train,Feminist
1264,AGAINST,train,Feminist
1623,AGAINST,train,Feminist
1172,FAVOR,train,Feminist
1461,FAVOR,train,Feminist
1069,FAVOR,train,Feminist
1614,AGAINST,train,Feminist
1601,AGAINST,train,Feminist
1035,FAVOR,train,Feminist
1058,NONE,train,Feminist
1098,AGAINST,train,Feminist
1053,FAVOR,train,Feminist
1428,FAVOR,train,Feminist
1350,NONE,train,Feminist
1304,FAVOR,train,Feminist
1230,FAVOR,train,Feminist
1138,NONE,train,Feminist
1582,AGAINST,train,Feminist
1599,AGAINST,train,Feminist
1340,FAVOR,train,Feminist
1337,AGAINST,train,Feminist
1612,NONE,train,Feminist
1636,NONE,train,Feminist
1302,NONE,train,Feminist
1204,AGAINST,train,Feminist
1383,AGAINST,train,Feminist
1536,AGAINST,train,Feminist
1538,AGAINST,train,Feminist
1553,AGAINST,train,Feminist
1282,FAVOR,train,Feminist
1267,FAVOR,train,Feminist
1647,AGAINST,train,Feminist
1105,NONE,train,Feminist
1342,NONE,train,Feminist
1225,AGAINST,train,Feminist
1114,AGAINST,train,Feminist
1466,FAVOR,train,Feminist
1381,NONE,train,Feminist
1329,AGAINST,train,Feminist
1390,FAVOR,train,Feminist
1486,AGAINST,train,Feminist
1250,FAVOR,train,Feminist
1311,NONE,train,Feminist
1051,FAVOR,train,Feminist
1610,FAVOR,train,Feminist
1468,NONE,train,Feminist
1508,AGAINST,train,Feminist
1472,FAVOR,train,Feminist
1347,NONE,train,Feminist
1402,AGAINST,train,Feminist
1277,AGAINST,train,Feminist
1483,AGAINST,train,Feminist
1055,NONE,train,Feminist
1489,AGAINST,train,Feminist
1317,AGAINST,train,Feminist
1168,NONE,train,Feminist
1522,AGAINST,train,Feminist
1569,AGAINST,train,Feminist
1546,AGAINST,train,Feminist
1491,AGAINST,train,Feminist
1181,FAVOR,train,Feminist
1234,NONE,train,Feminist
1630,NONE,train,Feminist
1207,AGAINST,train,Feminist
1169,NONE,train,Feminist
1375,NONE,train,Feminist
1481,AGAINST,train,Feminist
1572,AGAINST,train,Feminist
1196,FAVOR,train,Feminist
1414,NONE,train,Feminist
1531,AGAINST,train,Feminist
1473,AGAINST,train,Feminist
1231,FAVOR,train,Feminist
1046,FAVOR,train,Feminist
1295,NONE,train,Feminist
1065,NONE,train,Feminist
1475,AGAINST,train,Feminist
1026,AGAINST,train,Feminist
1533,AGAINST,train,Feminist
1072,FAVOR,train,Feminist
1492,AGAINST,train,Feminist
1425,AGAINST,train,Feminist
1263,FAVOR,train,Feminist
1199,FAVOR,train,Feminist
1433,FAVOR,train,Feminist
1411,NONE,train,Feminist
1113,NONE,train,Feminist
1144,NONE,train,Feminist
1507,AGAINST,train,Feminist
1118,FAVOR,train,Feminist
1369,AGAINST,train,Feminist
1537,AGAINST,train,Feminist
1509,AGAINST,train,Feminist
1215,NONE,train,Feminist
1203,AGAINST,train,Feminist
1139,AGAINST,train,Feminist
1410,AGAINST,train,Feminist
1659,AGAINST,train,Feminist
1082,NONE,train,Feminist
1447,FAVOR,train,Feminist
1244,FAVOR,train,Feminist
1314,AGAINST,train,Feminist
1384,FAVOR,train,Feminist
1029,AGAINST,train,Feminist
1117,AGAINST,train,Feminist
1409,FAVOR,train,Feminist
1076,FAVOR,train,Feminist
1209,FAVOR,train,Feminist
1020,NONE,train,Feminist
1448,FAVOR,train,Feminist
1500,AGAINST,train,Feminist
1032,NONE,train,Feminist
1477,AGAINST,train,Feminist
1611,FAVOR,train,Feminist
1589,AGAINST,train,Feminist
1155,AGAINST,train,Feminist
1669,AGAINST,train,Feminist
1459,AGAINST,train,Feminist
1559,AGAINST,train,Feminist
1160,FAVOR,train,Feminist
1511,AGAINST,train,Feminist
1443,AGAINST,train,Feminist
1071,FAVOR,train,Feminist
1312,FAVOR,train,Feminist
1564,AGAINST,train,Feminist
1422,AGAINST,train,Feminist
1639,NONE,train,Feminist
1435,FAVOR,train,Feminist
1125,NONE,train,Feminist
1164,FAVOR,train,Feminist
1083,FAVOR,train,Feminist
1206,NONE,train,Feminist
1573,AGAINST,train,Feminist
1248,AGAINST,train,Feminist
1502,AGAINST,train,Feminist
1641,FAVOR,train,Feminist
1494,AGAINST,train,Feminist
1571,AGAINST,train,Feminist
1265,AGAINST,train,Feminist
1535,AGAINST,train,Feminist
1290,AGAINST,train,Feminist
1555,AGAINST,train,Feminist
1427,FAVOR,train,Feminist
1200,FAVOR,train,Feminist
1575,AGAINST,train,Feminist
1067,AGAINST,train,Feminist
1412,FAVOR,train,Feminist
1110,AGAINST,train,Feminist
1057,AGAINST,train,Feminist
1336,NONE,train,Feminist
1126,FAVOR,train,Feminist
1438,AGAINST,train,Feminist
1182,AGAINST,train,Feminist
1431,AGAINST,train,Feminist
1111,NONE,train,Feminist
1132,NONE,train,Feminist
1266,NONE,train,Feminist
1319,NONE,train,Feminist
1299,AGAINST,train,Feminist
1156,AGAINST,train,Feminist
1297,NONE,train,Feminist
1462,NONE,train,Feminist
1028,FAVOR,train,Feminist
1365,FAVOR,train,Feminist
1179,FAVOR,train,Feminist
1081,FAVOR,train,Feminist
1331,NONE,train,Feminist
1218,FAVOR,train,Feminist
1119,NONE,train,Feminist
1554,AGAINST,train,Feminist
1458,FAVOR,train,Feminist
1510,AGAINST,train,Feminist
1095,AGAINST,train,Feminist
1373,FAVOR,train,Feminist
1345,NONE,train,Feminist
1665,AGAINST,train,Feminist
1626,NONE,train,Feminist
1326,AGAINST,train,Feminist
1124,FAVOR,train,Feminist
1552,AGAINST,train,Feminist
1527,AGAINST,train,Feminist
1063,FAVOR,train,Feminist
1091,FAVOR,train,Feminist
1077,NONE,train,Feminist
1223,FAVOR,train,Feminist
1201,NONE,train,Feminist
1093,FAVOR,train,Feminist
1593,AGAINST,train,Feminist
1565,AGAINST,train,Feminist
1309,FAVOR,train,Feminist
1308,FAVOR,train,Feminist
1407,AGAINST,train,Feminist
1145,FAVOR,train,Feminist
1577,AGAINST,train,Feminist
1654,AGAINST,train,Feminist
1513,AGAINST,train,Feminist
1226,FAVOR,train,Feminist
1419,FAVOR,train,Feminist
1519,AGAINST,train,Feminist
1014,FAVOR,train,Feminist
1333,NONE,train,Feminist
1451,AGAINST,train,Feminist
1064,FAVOR,train,Feminist
1184,FAVOR,train,Feminist
1512,AGAINST,train,Feminist
1221,FAVOR,train,Feminist
1016,FAVOR,train,Feminist
1440,AGAINST,train,Feminist
1452,NONE,train,Feminist
1096,AGAINST,train,Feminist
1146,NONE,train,Feminist
1084,AGAINST,train,Feminist
1038,FAVOR,train,Feminist
1668,AGAINST,train,Feminist
1276,FAVOR,train,Feminist
1638,AGAINST,train,Feminist
1068,FAVOR,train,Feminist
1602,AGAINST,train,Feminist
1628,AGAINST,train,Feminist
1423,NONE,train,Feminist
1642,AGAINST,train,Feminist
1484,AGAINST,train,Feminist
1310,AGAINST,train,Feminist
1039,FAVOR,train,Feminist
1102,NONE,train,Feminist
1285,AGAINST,train,Feminist
1354,FAVOR,train,Feminist
1540,AGAINST,train,Feminist
1148,NONE,train,Feminist
1194,FAVOR,train,Feminist
1165,NONE,train,Feminist
1108,NONE,train,Feminist
1122,AGAINST,train,Feminist
1251,FAVOR,train,Feminist
1210,NONE,train,Feminist
1420,FAVOR,train,Feminist
1506,AGAINST,train,Feminist
1013,FAVOR,train,Feminist
1576,AGAINST,train,Feminist
1529,AGAINST,train,Feminist
1294,NONE,train,Feminist
1073,FAVOR,train,Feminist
1019,FAVOR,train,Feminist
1260,NONE,train,Feminist
1670,AGAINST,train,Feminist
1640,AGAINST,train,Feminist
1134,AGAINST,train,Feminist
1394,AGAINST,train,Feminist
1398,FAVOR,train,Feminist
1220,FAVOR,train,Feminist
1551,AGAINST,train,Feminist
1463,FAVOR,train,Feminist
1243,FAVOR,train,Feminist
1187,NONE,train,Feminist
1607,FAVOR,train,Feminist
1388,FAVOR,train,Feminist
1646,AGAINST,train,Feminist
1151,AGAINST,train,Feminist
1195,FAVOR,train,Feminist
1262,AGAINST,train,Feminist
1300,NONE,train,Feminist
1404,AGAINST,train,Feminist
1557,AGAINST,train,Feminist
1060,AGAINST,train,Feminist
1633,NONE,train,Feminist
1432,NONE,train,Feminist
1543,AGAINST,train,Feminist
1212,FAVOR,train,Feminist
1116,AGAINST,train,Feminist
1236,FAVOR,train,Feminist
1186,FAVOR,train,Feminist
1421,NONE,train,Feminist
1253,AGAINST,train,Feminist
1417,AGAINST,train,Feminist
1044,FAVOR,train,Feminist
1464,NONE,train,Feminist
1587,AGAINST,train,Feminist
1197,NONE,train,Feminist
1479,AGAINST,train,Feminist
1542,AGAINST,train,Feminist
1655,AGAINST,train,Feminist
1379,FAVOR,train,Feminist
1400,AGAINST,train,Feminist
1650,AGAINST,train,Feminist
1106,FAVOR,train,Feminist
1232,FAVOR,train,Feminist
1307,FAVOR,train,Feminist
1041,NONE,train,Feminist
1180,FAVOR,train,Feminist
1242,NONE,train,Feminist
1372,FAVOR,train,Feminist
1158,FAVOR,train,Feminist
1174,AGAINST,train,Feminist
1054,AGAINST,train,Feminist
1368,NONE,train,Feminist
1153,AGAINST,train,Feminist
1454,AGAINST,train,Feminist
1499,AGAINST,train,Feminist
1413,FAVOR,train,Feminist
1439,NONE,train,Feminist
1062,AGAINST,train,Feminist
1121,AGAINST,train,Feminist
1389,NONE,train,Feminist
1252,AGAINST,train,Feminist
1530,AGAINST,train,Feminist
1426,FAVOR,train,Feminist
1287,FAVOR,train,Feminist
1050,NONE,train,Feminist
1143,AGAINST,train,Feminist
1281,FAVOR,train,Feminist
1560,AGAINST,train,Feminist
1286,AGAINST,train,Feminist
1606,FAVOR,train,Feminist
1141,FAVOR,train,Feminist
1009,FAVOR,train,Feminist
1208,NONE,train,Feminist
1322,AGAINST,train,Feminist
1592,AGAINST,train,Feminist
1429,AGAINST,train,Feminist
1658,AGAINST,train,Feminist
1490,AGAINST,train,Feminist
1556,AGAINST,train,Feminist
1609,AGAINST,train,Feminist
1377,NONE,train,Feminist
1504,AGAINST,train,Feminist
1374,FAVOR,train,Feminist
1031,FAVOR,train,Feminist
1645,AGAINST,train,Feminist
1583,AGAINST,train,Feminist
1284,AGAINST,train,Feminist
1288,AGAINST,train,Feminist
1558,AGAINST,train,Feminist
1128,FAVOR,train,Feminist
1401,AGAINST,train,Feminist
1485,AGAINST,train,Feminist
1616,NONE,train,Feminist
1548,AGAINST,train,Feminist
1408,AGAINST,train,Feminist
1022,AGAINST,train,Feminist
1049,AGAINST,train,Feminist
1167,AGAINST,train,Feminist
1442,NONE,train,Feminist
1357,NONE,train,Feminist
1257,NONE,train,Feminist
1147,AGAINST,train,Feminist
1283,FAVOR,train,Feminist
1107,NONE,train,Feminist
1547,AGAINST,train,Feminist
1075,FAVOR,train,Feminist
1229,FAVOR,train,Feminist
1241,FAVOR,train,Feminist
1449,AGAINST,train,Feminist
1358,AGAINST,train,Feminist
1549,AGAINST,train,Feminist
1627,NONE,train,Feminist
1040,NONE,train,Feminist
1306,FAVOR,train,Feminist
1193,FAVOR,train,Feminist
1021,FAVOR,train,Feminist
1615,AGAINST,train,Feminist
1233,AGAINST,train,Feminist
1273,FAVOR,train,Feminist
1192,FAVOR,train,Feminist
1362,FAVOR,train,Feminist
1361,AGAINST,train,Feminist
1137,AGAINST,train,Feminist
1235,AGAINST,train,Feminist
1474,AGAINST,train,Feminist
1588,AGAINST,train,Feminist
1205,FAVOR,train,Feminist
1024,FAVOR,train,Feminist
1291,AGAINST,train,Feminist
1324,AGAINST,train,Feminist
1272,FAVOR,train,Feminist
1663,AGAINST,train,Feminist
1574,AGAINST,train,Feminist
1052,FAVOR,train,Feminist
1162,FAVOR,train,Feminist
1344,AGAINST,train,Feminist
1382,NONE,train,Feminist
1228,FAVOR,train,Feminist
1465,FAVOR,train,Feminist
1525,AGAINST,train,Feminist
1159,AGAINST,train,Feminist
1456,FAVOR,train,Feminist
1135,AGAINST,train,Feminist
1349,FAVOR,train,Feminist
1269,AGAINST,train,Feminist
1649,AGAINST,train,Feminist
1652,AGAINST,train,Feminist
1608,FAVOR,train,Feminist
1219,FAVOR,train,Feminist
1567,AGAINST,train,Feminist
1097,NONE,train,Feminist
1175,NONE,train,Feminist
1632,AGAINST,train,Feminist
1089,FAVOR,train,Feminist
1505,AGAINST,train,Feminist
1634,AGAINST,train,Feminist
1328,NONE,train,Feminist
1170,NONE,train,Feminist
1099,FAVOR,train,Feminist
1123,AGAINST,train,Feminist
1598,AGAINST,train,Feminist
1621,AGAINST,train,Feminist
1367,FAVOR,train,Feminist
1498,AGAINST,train,Feminist
1403,AGAINST,train,Feminist
1561,AGAINST,train,Feminist
1161,FAVOR,train,Feminist
1644,AGAINST,train,Feminist
1376,FAVOR,train,Feminist
1274,AGAINST,train,Feminist
1526,AGAINST,train,Feminist
1318,NONE,train,Feminist
1015,FAVOR,train,Feminist
1227,FAVOR,train,Feminist
1010,FAVOR,train,Feminist
1657,AGAINST,train,Feminist
1637,NONE,train,Feminist
1154,AGAINST,train,Feminist
1088,FAVOR,train,Feminist
1152,NONE,train,Feminist
1030,FAVOR,train,Feminist
1605,AGAINST,train,Feminist
1424,NONE,train,Feminist
1528,AGAINST,vali,Feminist
1544,AGAINST,vali,Feminist
1217,AGAINST,vali,Feminist
1671,AGAINST,vali,Feminist
1578,AGAINST,vali,Feminist
1034,FAVOR,vali,Feminist
1496,AGAINST,vali,Feminist
1334,FAVOR,vali,Feminist
1562,AGAINST,vali,Feminist
1453,NONE,vali,Feminist
1079,AGAINST,vali,Feminist
1157,AGAINST,vali,Feminist
1289,NONE,vali,Feminist
1667,AGAINST,vali,Feminist
1359,AGAINST,vali,Feminist
1471,NONE,vali,Feminist
1563,AGAINST,vali,Feminist
1364,NONE,vali,Feminist
1092,NONE,vali,Feminist
1061,NONE,vali,Feminist
1415,NONE,vali,Feminist
1074,FAVOR,vali,Feminist
1018,FAVOR,vali,Feminist
1476,AGAINST,vali,Feminist
1278,FAVOR,vali,Feminist
1027,FAVOR,vali,Feminist
1066,FAVOR,vali,Feminist
1178,AGAINST,vali,Feminist
1140,AGAINST,vali,Feminist
1353,NONE,vali,Feminist
1643,AGAINST,vali,Feminist
1056,FAVOR,vali,Feminist
1346,FAVOR,vali,Feminist
1392,FAVOR,vali,Feminist
1037,FAVOR,vali,Feminist
1586,AGAINST,vali,Feminist
1603,AGAINST,vali,Feminist
1315,AGAINST,vali,Feminist
1188,AGAINST,vali,Feminist
1672,AGAINST,vali,Feminist
1457,FAVOR,vali,Feminist
1280,FAVOR,vali,Feminist
1080,NONE,vali,Feminist
1043,FAVOR,vali,Feminist
1501,AGAINST,vali,Feminist
1131,FAVOR,vali,Feminist
1541,AGAINST,vali,Feminist
1078,NONE,vali,Feminist
1094,NONE,vali,Feminist
1335,NONE,vali,Feminist
1239,FAVOR,vali,Feminist
1296,FAVOR,vali,Feminist
1664,AGAINST,vali,Feminist
1631,AGAINST,vali,Feminist
1597,AGAINST,vali,Feminist
