ID,stance_predicted_raw
11092,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11093,"the tweet does not directly mention 'legalization of abortion', but it implies support for access to accurate sex education and suggests that denying this education could prevent a potential cure for cancer. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11094,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11095,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11096,"the tweet does not explicitly state a stance on the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11098,"the tweet does not provide a clear stance on the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11100,"the tweet supports the idea of individuals making their own medical decisions and opposes government interference. there is no direct mention of 'legalization of abortion', so the stance towards it is 'neutral-or-unclear'"
11101,"the tweet implies that the tweeter is against the government's stance on women's reproductive rights and believes in body autonomy. however, there is no direct mention of 'legalization of abortion' in the tweet. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11102,"the tweet does not explicitly mention 'legalization of abortion'. therefore, it is unclear what the stance of the tweeter is towards 'legalization of abortion'. the stance is 'neutral-or-unclear'"
11104,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11105,"the tweet does not explicitly mention 'legalization of abortion'. therefore, it is 'neutral-or-unclear' with respect to the stance on 'legalization of abortion'"
11106,"the tweet does not explicitly mention 'legalization of abortion'. therefore, it is 'neutral-or-unclear' with respect to the stance on 'legalization of abortion'"
11107,"the tweet does not directly mention the stance towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11108,"the tweet does not explicitly mention 'legalization of abortion'. therefore, it is unclear what the stance of the tweeter is towards 'legalization of abortion'. the stance is 'neutral-or-unclear'"
11110,"the tweet does not reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11111,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11113,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11114,"the tweet does not clearly reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11116,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11120,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11121,"the tweet suggests that making abortion illegal would lead to unsafe and dangerous methods of abortion, and implies that doctors should be allowed to perform abortions. however, the tweet does not explicitly state whether the tweeter is in favor of or against the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11122,"the tweet does not clearly reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11126,"the tweet implies that the pregnant woman's choice matters more than the fetus because the fetus is not yet living, breathing, born, sentient, or autonomous. however, the tweet does not explicitly mention whether or not the tweeter supports the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11127,"the tweet is asking about the possibility of abortion in cases of rape, but it does not reveal the tweeter's stance towards the legalization of abortion in general. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11128,"the tweet implies that the concept of bodily autonomy is important. however, there is no direct mention of 'legalization of abortion' in the tweet. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11129,"the tweet implies that the author believes that anti-abortion laws hurt females and that those who support these laws do not care about women's issues. however, there is no clear indication of whether the author is in favor of or against the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11131,"the tweet does not directly mention the legalization of abortion, but it implies that anti-choice laws are unfair because they do not hold men accountable for abandoning their pregnant partners. therefore, it is unclear what the stance of the tweeter is towards the legalization of abortion. the stance with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11132,"the tweet does not directly mention 'legalization of abortion', so it is 'neutral-or-unclear' with respect to this issue"
11133,"the tweet does not clearly reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11134,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11135,"there is no clear indication in the tweet about the stance towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11136,"the tweet does not provide any clear indication of the tweeter's stance towards the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11137,"the tweet does not directly mention the legalization of abortion. it only mentions whoopi goldberg being a feminist hero for having six abortions. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11138,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11140,"the tweet does not explicitly mention 'legalization of abortion'. therefore, it is 'neutral-or-unclear' with respect to the stance on 'legalization of abortion'"
11141,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11143,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11144,"the tweet does not directly reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11145,"the tweet is criticizing the sponsor of a religious freedom bill and questioning their support for a bill that allegedly allows killing full-term babies in new york. the tweet does not clearly indicate whether the tweeter is in favor of or against the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11146,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11147,"the tweet does not provide a clear stance on the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11149,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11152,"the tweet does not explicitly mention 'legalization of abortion', but it implies that the pregnant woman's life and health should be considered. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11153,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11156,"there is no clear indication in the tweet about the tweeter's stance towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11157,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11158,"there is no direct mention of 'legalization of abortion' in the tweet. the tweet is about denouncing harper for not including family planning in foreign aid. therefore, the stance of the tweet with respect to 'legalization of abortion' is neutral-or-unclear"
11159,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11160,"there is no clear indication of the tweeter's stance towards the legalization of abortion in the tweet. therefore, the stance is 'neutral-or-unclear'"
11163,"there is no clear indication in the tweet about the tweeter's stance towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11165,"the tweet does not clearly express a stance on the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11166,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11169,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11170,"there is no clear indication in the tweet about the tweeter's stance towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11171,"the tweet does not directly mention the legalization of abortion, but it does express support for the elimination of planned parenthood. without further context, it is unclear whether the tweeter's stance on abortion is in favor, against, or neutral. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11172,"the tweet does not directly mention the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11173,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11174,"the tweet does not explicitly state the tweeter's stance on the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11175,"the tweet does not explicitly mention the tweeter's stance on 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11176,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11177,"the tweet does not provide any clear indication of the tweeter's stance towards the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11178,"there is no clear indication in the tweet about the tweeter's stance towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11179,"the tweet does not directly mention 'legalization of abortion'. therefore, it is 'neutral-or-unclear' with respect to the stance towards 'legalization of abortion'"
11181,"there is no clear indication of the tweeter's stance towards the legalization of abortion in the given tweet. therefore, the stance is 'neutral-or-unclear'"
11182,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11183,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11185,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11186,"there is no clear indication in the tweet about the tweeter's stance towards the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11187,"the tweet is suggesting that those who support abortion should choose to kill themselves after their baby is born. there is no clear indication of the tweeter's stance towards the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11188,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11190,"there is no clear indication in the tweet about the tweeter's stance towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11191,"the tweet does not reveal a clear stance towards the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11192,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11194,"the tweet does not provide a clear stance on the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11195,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11196,"the tweet is using the hashtag #prolifelie, which suggests that the tweeter is against the anti-abortion/pro-life movement. however, there is no clear indication of whether the tweeter supports or opposes the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11198,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11199,"the tweet does not provide a clear stance on the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11200,"the tweet expresses a negative sentiment towards democrats' lack of compassion for unborn babies who receive prenatal diagnoses. however, it does not explicitly mention legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11201,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11202,"the tweet does not directly mention or imply any stance towards the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11203,"the tweet does not directly mention or imply a stance on the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11204,"the tweet does not directly mention the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11205,"the tweet does not directly mention or imply a stance on the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11206,"the tweet does not directly mention 'legalization of abortion'. therefore, it is 'neutral-or-unclear' regarding the stance towards 'legalization of abortion'"
11208,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11209,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11210,"the tweet does not provide a clear indication of the tweeter's stance towards the legalization of abortion. therefore, the stance is 'neutral-or-unclear'"
11211,"the tweet does not directly mention the legalization of abortion. therefore, it is neutral-or-unclear"
11212,"the tweet is comparing abortion to the holocaust and is made by a nazi holocaust survivor. the tweet does not explicitly state whether the tweeter is in favor of or against the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11213,"the tweet mentions the hurt inflicted upon preborn children through abortion, but it does not explicitly state whether the tweeter is in favor of or against the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11214,"the tweet does not clearly state whether the tweeter is in favor of or against the legalization of abortion. the tweet only presents evidence that suggests that legal abortion may have higher morbidity and mortality rates compared to carrying a pregnancy to term, particularly among teens. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11215,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11216,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11217,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11218,"the tweet does not mention anything about the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11219,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11221,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11223,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11224,"the tweet does not clearly reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance is 'neutral-or-unclear'"
11225,"the tweet does not directly mention the legalization of abortion, so it is neutral-or-unclear"
11226,"there is no clear indication of the tweeter's stance towards 'legalization of abortion' in the tweet. therefore, the stance is 'neutral-or-unclear'"
11227,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11228,"the tweet does not directly mention the legalization of abortion. it only criticizes anti-abortion protesters for using inaccurate and disturbing pictures. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11229,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11231,"the tweet does not directly mention the legalization of abortion, so it is neutral-or-unclear"
11232,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11233,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11234,"the tweet implies that the tweeter supports women's right to have control over their bodies and suggests that men are playing politics with this issue. however, there is no direct mention of 'legalization of abortion' in the tweet. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11236,"there is no clear indication in the tweet about the tweeter's stance towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11237,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11239,"there is no mention or indication of 'legalization of abortion' in the tweet. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11240,"the tweet does not provide any clear indication of the tweeter's stance towards the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11241,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11242,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11243,"the tweet expresses a negative sentiment towards abortion clinics opening soon and the loss of lives that will result from it. however, it does not explicitly state a stance on the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11245,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11246,"there is no clue in the tweet to reveal the stance of the tweeter towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11248,"there is no clear indication in the tweet about the tweeter's stance towards 'legalization of abortion'. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
11249,"the tweet does not directly express a stance on the legalization of abortion. therefore, the stance of the tweet with respect to 'legalization of abortion' is 'neutral-or-unclear'"
